+----------+-------+-------+------+------+------------+----+----+----+----+-----+-----+-----+----+----+-------------+----------+----------+-------------+--------+---------+----------------+
|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   128    |   4   |   12  |  4   |  3   |    0.33    | 1  | 4  | 1  | 1  |  2  |  2  |  1  | 1  | 1  |      28     |    15    |   1.00   |     0.33    |  1.00  |   0.61  | ibmq_brooklyn  |
|   129    |   6   |   34  |  7   |  4   |    0.21    | 11 | 5  | 13 | 7  |  10 |  2  |  6  | 6  | 11 |     103     |    15    |   1.17   |     0.18    |  1.40  |   0.73  |   ibmq_oslo    |
|   130    |   9   |   22  |  5   |  4   |    0.23    | 9  | 5  | 5  | 8  |  9  |  11 |  0  | 5  | 6  |      94     |    14    |   0.56   |     0.41    |  1.00  |   0.66  | ibmq_singapore |
|   131    |   9   |   39  |  11  |  12  |    0.28    | 18 | 13 | 16 | 15 |  13 |  14 |  15 | 14 | 13 |     188     |    15    |   1.22   |     0.23    |  0.85  |   0.76  | ibmq_manhattan |
|   132    |   9   |   24  |  7   |  8   |    0.29    | 7  | 4  | 7  | 6  |  9  |  6  |  4  | 8  | 8  |      97     |    15    |   0.78   |     0.38    |  0.78  |   0.69  | ibmq_peekskill |
|   133    |   6   |   38  |  15  |  9   |    0.39    | 9  | 15 | 3  | 9  |  6  |  12 |  6  | 9  | 8  |     124     |    15    |   2.50   |     0.16    |  1.50  |   0.69  |   ibmq_osaka   |
|   134    |   4   |   36  |  7   |  6   |    0.19    | 5  | 8  | 4  | 7  |  5  |  8  |  3  | 5  | 7  |      84     |    15    |   1.75   |     0.11    |  1.00  |   0.69  |  ibmq_manila   |
|   135    |   6   |   44  |  10  |  6   |    0.23    | 14 | 4  | 9  | 19 |  9  |  11 |  9  | 15 | 12 |     150     |    15    |   1.67   |     0.14    |  1.43  |   0.72  |   ibmq_osaka   |
|   136    |   4   |   14  |  1   |  4   |    0.07    | 4  | 1  | 0  | 1  |  5  |  3  |  0  | 2  | 5  |      37     |    13    |   0.25   |     0.29    |  0.20  |   0.68  |  ibmq_quebec   |
|   137    |   4   |   10  |  1   |  2   |    0.10    | 3  | 1  | 2  | 0  |  1  |  1  |  0  | 1  | 2  |      23     |    13    |   0.25   |     0.40    |  0.33  |   0.57  |   ibmq_perth   |
|   138    |   5   |   25  |  9   |  7   |    0.36    | 3  | 2  | 5  | 3  |  9  |  7  |  6  | 5  | 5  |      72     |    15    |   1.80   |     0.20    |  1.12  |   0.72  | ibmq_rochester |
|   139    |   7   |   16  |  6   |  5   |    0.38    | 3  | 5  | 5  | 6  |  2  |  3  |  6  | 5  | 1  |      62     |    15    |   0.86   |     0.44    |  1.00  |   0.66  |  ibmq_jakarta  |
|   140    |   9   |   37  |  13  |  18  |    0.35    | 11 | 8  | 9  | 14 |  21 |  8  |  17 | 17 | 16 |     191     |    15    |   1.44   |     0.24    |  0.68  |   0.73  | ibmq_rochester |
|   141    |   6   |   46  |  11  |  19  |    0.24    | 10 | 8  | 6  | 11 |  14 |  6  |  5  | 14 | 10 |     145     |    15    |   1.83   |     0.13    |  0.55  |   0.71  | ibmq_singapore |
|   142    |   11  |   25  |  11  |  10  |    0.44    | 10 | 8  | 9  | 9  |  6  |  14 |  9  | 5  | 12 |     136     |    15    |   1.00   |     0.44    |  1.00  |   0.68  | ibmq_marrakesh |
|   143    |   6   |   23  |  3   |  5   |    0.13    | 2  | 3  | 4  | 7  |  8  |  5  |  3  | 7  | 4  |      71     |    15    |   0.50   |     0.26    |  0.50  |   0.68  |  ibmq_quebec   |
|   144    |   6   |   39  |  9   |  11  |    0.23    | 13 | 8  | 6  | 8  |  7  |  11 |  5  | 12 | 4  |     125     |    15    |   1.50   |     0.15    |  0.75  |   0.68  | ibmq_peekskill |
|   145    |   7   |   15  |  5   |  5   |    0.33    | 3  | 3  | 2  | 4  |  7  |  3  |  6  | 2  | 5  |      61     |    15    |   0.71   |     0.47    |  0.83  |   0.66  | ibmq_marrakesh |
|   146    |   9   |   27  |  5   |  15  |    0.19    | 8  | 11 | 4  | 12 |  5  |  9  |  8  | 9  | 9  |     128     |    15    |   0.56   |     0.33    |  0.31  |   0.70  |  ibmq_quebec   |
|   147    |   6   |   28  |  6   |  6   |    0.21    | 4  | 8  | 7  | 10 |  7  |  5  |  6  | 6  | 5  |      90     |    15    |   1.00   |     0.21    |  0.86  |   0.71  |ibmq_sherbrooke |
|   148    |   5   |   23  |  5   |  5   |    0.22    | 1  | 10 | 2  | 3  |  7  |  6  |  4  | 5  | 4  |      67     |    15    |   1.00   |     0.22    |  0.83  |   0.70  |ibmq_sherbrooke |
|   149    |   11  |   24  |  9   |  3   |    0.38    | 10 | 10 | 12 | 9  |  6  |  5  |  9  | 4  | 3  |     110     |    15    |   0.82   |     0.46    |  2.25  |   0.65  | ibmq_peekskill |
|   150    |   5   |   11  |  3   |  2   |    0.27    | 3  | 2  | 1  | 5  |  2  |  2  |  3  | 3  | 2  |      39     |    15    |   0.60   |     0.45    |  1.00  |   0.64  |   ibmq_osaka   |
|   151    |   11  |   40  |  18  |  18  |    0.45    | 10 | 16 | 10 | 14 |  15 |  22 |  20 | 15 | 15 |     223     |    15    |   1.64   |     0.28    |  0.95  |   0.70  | ibmq_peekskill |
|   152    |   5   |   20  |  4   |  7   |    0.20    | 2  | 2  | 4  | 8  |  2  |  9  |  7  | 4  | 4  |      66     |    15    |   0.80   |     0.25    |  0.50  |   0.74  |   ibmq_perth   |
|   153    |   5   |   41  |  13  |  7   |    0.32    | 7  | 9  | 4  | 8  |  6  |  7  |  8  | 5  | 7  |     101     |    15    |   2.60   |     0.12    |  1.62  |   0.67  |   ibmq_osaka   |
|   154    |   8   |   19  |  4   |  5   |    0.21    | 8  | 4  | 7  | 2  |  4  |  10 |  6  | 4  | 7  |      83     |    15    |   0.50   |     0.42    |  0.67  |   0.69  |ibmq_sherbrooke |
|   155    |   9   |   26  |  6   |  10  |    0.23    | 7  | 7  | 6  | 13 |  10 |  5  |  9  | 3  | 5  |     107     |    15    |   0.67   |     0.35    |  0.55  |   0.70  |  ibmq_quebec   |
|   156    |   6   |   31  |  8   |  7   |    0.26    | 11 | 10 | 7  | 9  |  5  |  9  |  12 | 13 | 5  |     122     |    15    |   1.33   |     0.19    |  1.00  |   0.72  |  ibmq_quebec   |
|   157    |   9   |   25  |  11  |  7   |    0.44    | 10 | 7  | 8  | 10 |  8  |  10 |  6  | 8  | 5  |     115     |    15    |   1.22   |     0.36    |  1.38  |   0.69  | ibmq_marrakesh |
|   158    |   4   |   40  |  4   |  9   |    0.10    | 3  | 9  | 7  | 8  |  8  |  5  |  7  | 7  | 7  |      98     |    15    |   1.00   |     0.10    |  0.40  |   0.71  | ibmq_brooklyn  |
|   159    |   4   |   11  |  2   |  1   |    0.18    | 1  | 3  | 2  | 4  |  3  |  3  |  0  | 0  | 2  |      32     |    13    |   0.50   |     0.36    |  1.00  |   0.59  | ibmq_brooklyn  |
|   160    |   11  |   23  |  11  |  10  |    0.48    | 12 | 12 | 5  | 16 |  10 |  8  |  8  | 9  | 9  |     142     |    15    |   1.00   |     0.48    |  1.00  |   0.70  | ibmq_manhattan |
|   161    |   4   |   26  |  3   |  2   |    0.12    | 7  | 3  | 5  | 2  |  4  |  7  |  5  | 3  | 4  |      62     |    15    |   0.75   |     0.15    |  1.00  |   0.68  |  ibmq_jakarta  |
|   162    |   6   |   18  |  7   |  3   |    0.39    | 5  | 3  | 1  | 3  |  6  |  4  |  4  | 1  | 4  |      57     |    15    |   1.17   |     0.33    |  1.75  |   0.60  | ibmq_rochester |
|   163    |   8   |   25  |  9   |  8   |    0.36    | 8  | 4  | 8  | 7  |  9  |  5  |  4  | 7  | 9  |     104     |    15    |   1.12   |     0.32    |  1.00  |   0.66  | ibmq_singapore |
|   164    |   5   |   7   |  0   |  3   |    0.00    | 1  | 1  | 2  | 0  |  2  |  1  |  4  | 2  | 1  |      25     |    12    |   0.00   |     0.71    |  0.00  |   0.68  |  ibmq_sydney   |
|   165    |   10  |   44  |  17  |  14  |    0.39    | 14 | 13 | 19 | 14 |  15 |  16 |  9  | 17 | 17 |     210     |    15    |   1.70   |     0.23    |  1.13  |   0.70  | ibmq_manhattan |
|   166    |   9   |   33  |  15  |  11  |    0.45    | 15 | 12 | 9  | 14 |  16 |  10 |  9  | 10 | 12 |     166     |    15    |   1.67   |     0.27    |  1.25  |   0.71  |ibmq_poughkeepsie|
|   167    |   11  |   11  |  2   |  2   |    0.18    | 2  | 7  | 5  | 2  |  5  |  8  |  1  | 4  | 7  |      68     |    15    |   0.18   |     1.00    |  0.67  |   0.63  | ibmq_marrakesh |
|   168    |   9   |   37  |  11  |  22  |    0.30    | 15 | 14 | 12 | 15 |  24 |  13 |  16 | 11 | 15 |     203     |    15    |   1.22   |     0.24    |  0.48  |   0.77  | ibmq_singapore |
|   169    |   5   |   17  |  1   |  1   |    0.06    | 4  | 5  | 7  | 4  |  6  |  3  |  6  | 3  | 3  |      58     |    15    |   0.20   |     0.29    |  0.50  |   0.72  |  ibmq_ourense  |
|   170    |   5   |   19  |  3   |  8   |    0.16    | 4  | 2  | 5  | 3  |  4  |  3  |  9  | 1  | 3  |      59     |    15    |   0.60   |     0.26    |  0.33  |   0.71  |  ibmq_jakarta  |
|   171    |   5   |   30  |  7   |  5   |    0.23    | 8  | 5  | 6  | 4  |  10 |  7  |  10 | 5  | 2  |      87     |    15    |   1.40   |     0.17    |  1.17  |   0.71  | ibmq_marrakesh |
|   172    |   8   |   30  |  11  |  6   |    0.37    | 5  | 4  | 8  | 10 |  5  |  10 |  8  | 9  | 7  |     108     |    15    |   1.38   |     0.27    |  1.57  |   0.67  |  ibmq_quebec   |
|   173    |   4   |   20  |  5   |  4   |    0.25    | 4  | 2  | 2  | 4  |  1  |  2  |  2  | 1  | 7  |      46     |    15    |   1.25   |     0.20    |  1.00  |   0.63  |   ibmq_osaka   |
|   174    |   10  |   35  |  17  |  12  |    0.49    | 9  | 8  | 10 | 9  |  8  |  8  |  11 | 13 | 12 |     154     |    15    |   1.70   |     0.29    |  1.31  |   0.65  |   ibmq_paris   |
|   175    |   4   |   36  |  9   |  4   |    0.25    | 5  | 6  | 10 | 9  |  5  |  1  |  3  | 10 | 7  |      88     |    15    |   2.25   |     0.11    |  1.80  |   0.68  | ibmq_singapore |
|   176    |   5   |   31  |  6   |  11  |    0.19    | 9  | 7  | 6  | 12 |  5  |  5  |  7  | 9  | 8  |     103     |    15    |   1.20   |     0.16    |  0.50  |   0.77  |ibmq_poughkeepsie|
|   177    |   8   |   43  |  11  |  11  |    0.26    | 11 | 12 | 12 | 8  |  14 |  9  |  6  | 8  | 10 |     153     |    15    |   1.38   |     0.19    |  0.92  |   0.66  |  ibmq_mumbai   |
|   178    |   10  |   37  |  20  |  21  |    0.54    | 16 | 15 | 13 | 15 |  11 |  11 |  14 | 15 | 10 |     199     |    15    |   2.00   |     0.27    |  0.91  |   0.71  | ibmq_rochester |
|   179    |   11  |   34  |  14  |  18  |    0.41    | 16 | 6  | 12 | 5  |  16 |  13 |  8  | 13 | 7  |     167     |    15    |   1.27   |     0.32    |  0.74  |   0.68  |  ibmq_toronto  |
|   180    |   8   |   29  |  6   |  2   |    0.21    | 15 | 8  | 9  | 9  |  11 |  11 |  2  | 8  | 5  |     116     |    15    |   0.75   |     0.28    |  2.00  |   0.69  | ibmq_manhattan |
|   181    |   8   |   36  |  16  |  6   |    0.44    | 14 | 9  | 13 | 13 |  8  |  10 |  11 | 11 | 6  |     146     |    15    |   2.00   |     0.22    |  2.29  |   0.69  |  ibmq_quebec   |
|   182    |   9   |   40  |  6   |  16  |    0.15    | 13 | 9  | 13 | 13 |  16 |  11 |  13 | 13 | 6  |     171     |    15    |   0.67   |     0.23    |  0.35  |   0.72  | ibmq_singapore |
|   183    |   10  |   31  |  13  |  13  |    0.42    | 11 | 14 | 7  | 14 |  13 |  15 |  6  | 11 | 8  |     171     |    15    |   1.30   |     0.32    |  0.93  |   0.65  | ibmq_marrakesh |
|   184    |   8   |   46  |  16  |  19  |    0.35    | 15 | 12 | 14 | 7  |  10 |  15 |  14 | 12 | 12 |     191     |    15    |   2.00   |     0.17    |  0.80  |   0.68  | ibmq_montreal  |
|   185    |   8   |   42  |  17  |  13  |    0.40    | 7  | 12 | 19 | 11 |  10 |  7  |  12 | 15 | 10 |     167     |    15    |   2.12   |     0.19    |  1.21  |   0.69  | ibmq_brooklyn  |
|   186    |   9   |   35  |  16  |  11  |    0.46    | 12 | 14 | 15 | 15 |  8  |  17 |  15 | 12 | 18 |     186     |    15    |   1.78   |     0.26    |  1.33  |   0.74  |  ibmq_toronto  |
|   187    |   4   |   32  |  8   |  8   |    0.25    | 2  | 5  | 2  | 7  |  4  |  4  |  4  | 3  | 4  |      68     |    15    |   2.00   |     0.12    |  0.89  |   0.63  |  ibmq_prague   |
|   188    |   11  |   21  |  10  |  7   |    0.48    | 9  | 7  | 12 | 11 |  9  |  13 |  6  | 8  | 8  |     129     |    15    |   0.91   |     0.52    |  1.25  |   0.70  | ibmq_melbourne |
|   189    |   8   |   24  |  13  |  10  |    0.54    | 3  | 9  | 6  | 5  |  4  |  8  |  5  | 8  | 8  |      99     |    15    |   1.62   |     0.33    |  1.18  |   0.67  | ibmq_rochester |
|   190    |   9   |   10  |  4   |  2   |    0.40    | 4  | 3  | 1  | 6  |  2  |  1  |  2  | 2  | 3  |      46     |    15    |   0.44   |     0.90    |  1.33  |   0.57  |ibmq_poughkeepsie|
|   191    |   6   |   16  |  1   |  3   |    0.06    | 2  | 7  | 3  | 4  |  3  |  1  |  4  | 6  | 4  |      57     |    15    |   0.17   |     0.38    |  0.25  |   0.65  | ibmq_melbourne |
|   192    |   10  |   34  |  17  |  8   |    0.50    | 14 | 24 | 22 | 15 |  11 |  17 |  11 | 13 | 8  |     202     |    15    |   1.70   |     0.29    |  1.89  |   0.71  |ibmq_sherbrooke |
|   193    |   9   |   37  |  20  |  14  |    0.54    | 11 | 14 | 15 | 9  |  11 |  8  |  12 | 9  | 15 |     167     |    15    |   2.22   |     0.24    |  1.33  |   0.71  |  ibmq_prague   |
|   194    |   11  |   38  |  15  |  21  |    0.39    | 17 | 17 | 16 | 21 |  17 |  17 |  12 | 9  | 13 |     224     |    15    |   1.36   |     0.29    |  0.68  |   0.71  |  ibmq_sydney   |
|   195    |   8   |   13  |  4   |  3   |    0.31    | 2  | 2  | 3  | 7  |  2  |  4  |  0  | 3  | 8  |      56     |    14    |   0.50   |     0.62    |  1.00  |   0.61  | ibmq_peekskill |
|   196    |   11  |   38  |  17  |  13  |    0.45    | 14 | 10 | 23 | 19 |  15 |  17 |  18 | 13 | 10 |     205     |    15    |   1.55   |     0.29    |  1.21  |   0.74  |   ibmq_osaka   |
|   197    |   9   |   22  |  8   |  5   |    0.36    | 5  | 4  | 5  | 5  |  7  |  6  |  8  | 8  | 6  |      91     |    15    |   0.89   |     0.41    |  1.33  |   0.65  |ibmq_poughkeepsie|
|   198    |   5   |   14  |  2   |  3   |    0.14    | 2  | 3  | 4  | 0  |  3  |  0  |  3  | 1  | 1  |      35     |    13    |   0.40   |     0.36    |  0.50  |   0.57  |  ibmq_quebec   |
|   199    |   10  |   45  |  28  |  19  |    0.62    | 16 | 20 | 17 | 12 |  14 |  7  |  21 | 15 | 14 |     219     |    15    |   2.80   |     0.22    |  1.40  |   0.71  |   ibmq_osaka   |
|   200    |   9   |   40  |  12  |  15  |    0.30    | 12 | 22 | 16 | 12 |  7  |  13 |  22 | 16 | 17 |     205     |    15    |   1.33   |     0.23    |  0.75  |   0.74  | ibmq_peekskill |
|   201    |   11  |   45  |  24  |  14  |    0.53    | 23 | 9  | 22 | 19 |  19 |  16 |  22 | 19 | 18 |     252     |    15    |   2.18   |     0.24    |  1.60  |   0.72  |  ibmq_prague   |
|   202    |   5   |   13  |  4   |  4   |    0.31    | 7  | 2  | 3  | 3  |  3  |  2  |  1  | 3  | 1  |      41     |    15    |   0.80   |     0.38    |  0.80  |   0.71  | ibmq_santiago  |
|   203    |   9   |   46  |  22  |  7   |    0.48    | 11 | 11 | 20 | 13 |  17 |  14 |  9  | 12 | 8  |     177     |    15    |   2.44   |     0.20    |  2.75  |   0.69  | ibmq_singapore |
|   204    |   11  |   38  |  21  |  11  |    0.55    | 14 | 18 | 11 | 14 |  13 |  12 |  17 | 8  | 21 |     197     |    15    |   1.91   |     0.29    |  1.75  |   0.71  |ibmq_washington |
|   205    |   9   |   23  |  5   |  9   |    0.22    | 6  | 8  | 6  | 7  |  13 |  7  |  3  | 7  | 6  |     107     |    15    |   0.56   |     0.39    |  0.50  |   0.67  | ibmq_marrakesh |
|   206    |   4   |   16  |  4   |  2   |    0.25    | 2  | 5  | 2  | 3  |  5  |  1  |  1  | 3  | 2  |      41     |    15    |   1.00   |     0.25    |  1.33  |   0.63  |ibmq_sherbrooke |
|   207    |   6   |   36  |  12  |  8   |    0.33    | 10 | 5  | 5  | 10 |  6  |  4  |  8  | 3  | 12 |     108     |    15    |   2.00   |     0.17    |  1.33  |   0.66  |  ibmq_sydney   |
|   208    |   6   |   45  |  16  |  10  |    0.36    | 13 | 9  | 9  | 6  |  9  |  12 |  14 | 12 | 12 |     146     |    15    |   2.67   |     0.13    |  1.45  |   0.73  | ibmq_brooklyn  |
|   209    |   10  |   16  |  6   |  5   |    0.38    | 6  | 3  | 5  | 2  |  4  |  3  |  3  | 8  | 5  |      74     |    15    |   0.60   |     0.62    |  1.00  |   0.59  |  ibmq_prague   |
|   210    |   5   |   7   |  1   |  0   |    0.14    | 0  | 2  | 3  | 1  |  3  |  4  |  1  | 0  | 0  |      24     |    11    |   0.20   |     0.71    |  1.00  |   0.58  |   ibmq_quito   |
|   211    |   7   |   23  |  5   |  6   |    0.22    | 11 | 7  | 10 | 6  |  9  |  5  |  8  | 6  | 3  |      97     |    15    |   0.71   |     0.30    |  0.71  |   0.73  |ibmq_sherbrooke |
|   212    |   7   |   17  |  4   |  5   |    0.24    | 6  | 4  | 2  | 1  |  2  |  7  |  5  | 6  | 5  |      64     |    15    |   0.57   |     0.41    |  0.67  |   0.67  | ibmq_brooklyn  |
|   213    |   8   |   28  |  9   |  8   |    0.32    | 4  | 9  | 9  | 6  |  4  |  5  |  7  | 4  | 6  |     100     |    15    |   1.12   |     0.29    |  1.00  |   0.62  |ibmq_poughkeepsie|
|   214    |   7   |   42  |  11  |  10  |    0.26    | 8  | 11 | 15 | 4  |  14 |  15 |  20 | 7  | 11 |     162     |    15    |   1.57   |     0.17    |  1.00  |   0.71  |ibmq_poughkeepsie|
|   215    |   5   |   30  |  8   |  10  |    0.27    | 6  | 5  | 5  | 8  |  4  |  5  |  6  | 7  | 2  |      83     |    15    |   1.60   |     0.17    |  0.73  |   0.70  |   ibmq_osaka   |
|   216    |   7   |   16  |  1   |  5   |    0.06    | 5  | 5  | 5  | 4  |  5  |  6  |  4  | 4  | 7  |      71     |    15    |   0.14   |     0.44    |  0.17  |   0.70  |ibmq_poughkeepsie|
|   217    |   7   |   45  |  20  |  15  |    0.44    | 14 | 11 | 11 | 19 |  9  |  9  |  8  | 8  | 12 |     162     |    15    |   2.86   |     0.16    |  1.25  |   0.72  |ibmq_poughkeepsie|
|   218    |   9   |   17  |  9   |  5   |    0.53    | 6  | 4  | 3  | 8  |  3  |  4  |  5  | 4  | 7  |      78     |    15    |   1.00   |     0.53    |  1.50  |   0.63  |  ibmq_quebec   |
|   219    |   8   |   28  |  12  |  7   |    0.43    | 5  | 5  | 6  | 13 |  7  |  7  |  6  | 3  | 7  |     103     |    15    |   1.50   |     0.29    |  1.50  |   0.64  | ibmq_brooklyn  |
|   220    |   4   |   10  |  2   |  2   |    0.20    | 0  | 1  | 3  | 1  |  3  |  5  |  3  | 2  | 1  |      30     |    13    |   0.50   |     0.40    |  0.67  |   0.70  |  ibmq_london   |
|   221    |   6   |   34  |  7   |  6   |    0.21    | 10 | 10 | 15 | 2  |  9  |  7  |  6  | 8  | 14 |     121     |    15    |   1.17   |     0.18    |  1.00  |   0.72  | ibmq_rochester |
|   222    |   11  |   29  |  14  |  19  |    0.48    | 10 | 13 | 11 | 14 |  12 |  11 |  14 | 9  | 10 |     175     |    15    |   1.27   |     0.38    |  0.70  |   0.70  | ibmq_rochester |
|   223    |   6   |   21  |  6   |  6   |    0.29    | 6  | 3  | 4  | 7  |  7  |  3  |  2  | 5  | 5  |      69     |    15    |   1.00   |     0.29    |  0.86  |   0.70  |ibmq_washington |
|   224    |   9   |   38  |  15  |  9   |    0.39    | 14 | 12 | 15 | 13 |  21 |  20 |  19 | 14 | 17 |     203     |    15    |   1.67   |     0.24    |  1.50  |   0.76  |ibmq_washington |
|   225    |   6   |   10  |  2   |  2   |    0.20    | 2  | 1  | 3  | 3  |  4  |  3  |  1  | 2  | 2  |      37     |    15    |   0.33   |     0.60    |  0.67  |   0.62  | ibmq_peekskill |
|   226    |   8   |   20  |  6   |  5   |    0.30    | 14 | 6  | 7  | 5  |  10 |  4  |  8  | 3  | 3  |      95     |    15    |   0.75   |     0.40    |  1.00  |   0.68  |  ibmq_mumbai   |
|   227    |   8   |   37  |  14  |  5   |    0.38    | 7  | 13 | 13 | 22 |  18 |  14 |  12 | 13 | 7  |     170     |    15    |   1.75   |     0.22    |  2.33  |   0.73  |  ibmq_sydney   |
|   228    |   8   |   42  |  12  |  13  |    0.29    | 12 | 14 | 13 | 12 |  12 |  8  |  11 | 16 | 7  |     175     |    15    |   1.50   |     0.19    |  0.86  |   0.67  |ibmq_sherbrooke |
|   229    |   8   |   37  |  13  |  9   |    0.35    | 15 | 10 | 13 | 11 |  10 |  11 |  9  | 6  | 10 |     155     |    15    |   1.62   |     0.22    |  1.30  |   0.67  | ibmq_marrakesh |
|   230    |   5   |   13  |  3   |  1   |    0.23    | 5  | 2  | 3  | 0  |  2  |  2  |  3  | 0  | 0  |      33     |    12    |   0.60   |     0.38    |  1.50  |   0.55  |ibmq_sherbrooke |
|   231    |   8   |   16  |  3   |  3   |    0.19    | 8  | 5  | 5  | 2  |  2  |  5  |  5  | 5  | 3  |      70     |    15    |   0.38   |     0.50    |  0.75  |   0.61  | ibmq_brooklyn  |
|   232    |   9   |   33  |  10  |  14  |    0.30    | 16 | 7  | 11 | 19 |  10 |  10 |  13 | 9  | 12 |     166     |    15    |   1.11   |     0.27    |  0.67  |   0.73  |ibmq_washington |
|   233    |   8   |   19  |  3   |  3   |    0.16    | 1  | 7  | 6  | 3  |  4  |  7  |  4  | 0  | 3  |      63     |    14    |   0.38   |     0.42    |  0.75  |   0.60  |   ibmq_osaka   |
|   234    |   6   |   30  |  6   |  7   |    0.20    | 6  | 4  | 4  | 9  |  7  |  11 |  6  | 4  | 5  |      96     |    15    |   1.00   |     0.20    |  0.75  |   0.66  | ibmq_rochester |
